project,vuln_id,source,severity,cvssV3,description
Grafana_Labs-Grafana.cdx,CVE-2018-19039,NVD,MEDIUM,6.5,Grafana before 4.6.5 and 5.x before 5.3.3 allows remote authenticated users to read arbitrary files by leveraging Editor or Admin permissions.
Grafana_Labs-Grafana.cdx,CVE-2019-19499,NVD,MEDIUM,6.5,"Grafana <= 6.4.3 has an Arbitrary File Read vulnerability, which could be exploited by an authenticated attacker that has privileges to modify the data source configurations."
Grafana_Labs-Grafana.cdx,CVE-2019-13068,NVD,MEDIUM,5.4,public/app/features/panel/panel_ctrl.ts in Grafana before 6.2.5 allows HTML Injection in panel drilldown links (via the Title or url field).
Grafana_Labs-Grafana.cdx,CVE-2018-12099,NVD,MEDIUM,6.1,Grafana before 5.2.0-beta1 has XSS vulnerabilities in dashboard links.
Grafana_Labs-Grafana.cdx,CVE-2020-12245,NVD,MEDIUM,6.1,Grafana before 6.7.3 allows table-panel XSS via column.title or cellLinkTooltip.
Grafana_Labs-Grafana.cdx,CVE-2020-13430,NVD,MEDIUM,6.1,Grafana before 7.0.0 allows tag value XSS via the OpenTSDB datasource.
Grafana_Labs-Grafana.cdx,CVE-2020-24303,NVD,MEDIUM,6.1,Grafana before 7.1.0-beta 1 allows XSS via a query alias for the ElasticSearch datasource.
Grafana_Labs-Grafana.cdx,CVE-2020-12052,NVD,MEDIUM,6.1,Grafana version < 6.7.3 is vulnerable for annotation popup XSS.
Grafana_Labs-Grafana.cdx,CVE-2021-39226,NVD,HIGH,7.3,Grafana is an open source data visualization platform. In affected versions unauthenticated and authenticated users are able to view the snapshot with the lowest database key by accessing the literal 
Grafana_Labs-Grafana.cdx,CVE-2022-26148,NVD,CRITICAL,9.8,"An issue was discovered in Grafana through 7.3.4, when integrated with Zabbix. The Zabbix password can be found in the api_jsonrpc.php HTML source code. When the user logs in and allows the user to re"
Grafana_Labs-Grafana.cdx,CVE-2020-27846,NVD,CRITICAL,9.8,"A signature verification vulnerability exists in crewjam/saml. This flaw allows an attacker to bypass SAML Authentication. The highest threat from this vulnerability is to confidentiality, integrity, "
Grafana_Labs-Grafana.cdx,CVE-2022-39324,NVD,LOW,3.5,"Grafana is an open-source platform for monitoring and observability. Prior to versions 8.5.16 and 9.2.8, malicious user can create a snapshot and arbitrarily choose the `originalUrl` parameter by edit"
Grafana_Labs-Grafana.cdx,CVE-2022-36062,NVD,LOW,3.8,"Grafana is an open-source platform for monitoring and observability. In versions prior to 8.5.13, 9.0.9, and 9.1.6, Grafana is subject to Improper Preservation of Permissions resulting in privilege es"
Grafana_Labs-Grafana.cdx,CVE-2022-39229,NVD,MEDIUM,4.3,"Grafana is an open source data visualization platform for metrics, logs, and traces. Versions prior to 9.1.8 and 8.5.14 allow one user to block another user's login attempt by registering someone else"
Grafana_Labs-Grafana.cdx,CVE-2022-39307,NVD,MEDIUM,5.3,"Grafana is an open-source platform for monitoring and observability. When using the forget password on the login page, a POST request is made to the `/api/user/password/sent-reset-email` URL. When the"
Grafana_Labs-Grafana.cdx,CVE-2023-5122,NVD,MEDIUM,5.3,Grafana is an open-source platform for monitoring and observability. The CSV datasource plugin is a Grafana Labs maintained plugin for Grafana that allows for retrieving and processing CSV data from a
Grafana_Labs-Grafana.cdx,CVE-2023-6152,NVD,MEDIUM,5.4,"A user changing their email after signing up and verifying it can change it without verification in profile settings.

The configuration option ""verify_email_enabled"" will only validate email only on "
Grafana_Labs-Grafana.cdx,CVE-2025-4123,NVD,MEDIUM,6.1,A cross-site scripting (XSS) vulnerability exists in Grafana caused by combining a client path traversal and open redirect. This allows attackers to redirect users to a website that hosts a frontend p
Grafana_Labs-Grafana.cdx,CVE-2022-35957,NVD,MEDIUM,6.6,"Grafana is an open-source platform for monitoring and observability. Versions prior to 9.1.6 and 8.5.13 are vulnerable to an escalation from admin to server admin when auth proxy is used, allowing an "
Grafana_Labs-Grafana.cdx,CVE-2022-31130,NVD,HIGH,7.5,Grafana is an open source observability and data visualization platform. Versions of Grafana for endpoints prior to 9.1.8 and 8.5.14 could leak authentication tokens to some destination plugins under 
Grafana_Labs-Grafana.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
Grafana_Labs-Grafana.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
Grafana_Labs-Grafana.cdx,CVE-2026-27904,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extgl"
Grafana_Labs-Grafana.cdx,CVE-2026-27903,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` perfo"
Grafana_Labs-Grafana.cdx,CVE-2025-15284,NVD,MEDIUM,3.7,"Improper Input Validation vulnerability in qs (parse modules) allows HTTP DoS.This issue affects qs: < 6.14.1.


Summary

The arrayLimit option in qs did not enforce limits for bracket notation (a[]=1"
Grafana_Labs-Grafana.cdx,CVE-2026-2391,NVD,MEDIUM,7.5,"### Summary
The `arrayLimit` option in qs does not enforce limits for comma-separated values when `comma: true` is enabled, allowing attackers to cause denial-of-service via memory exhaustion. This is"
Grafana_Labs-Grafana.cdx,CVE-2025-15284,NVD,MEDIUM,3.7,"Improper Input Validation vulnerability in qs (parse modules) allows HTTP DoS.This issue affects qs: < 6.14.1.


Summary

The arrayLimit option in qs did not enforce limits for bracket notation (a[]=1"
Grafana_Labs-Grafana.cdx,CVE-2026-2391,NVD,MEDIUM,7.5,"### Summary
The `arrayLimit` option in qs does not enforce limits for comma-separated values when `comma: true` is enabled, allowing attackers to cause denial-of-service via memory exhaustion. This is"
Grafana_Labs-Grafana.cdx,CVE-2026-2391,NVD,MEDIUM,7.5,"### Summary
The `arrayLimit` option in qs does not enforce limits for comma-separated values when `comma: true` is enabled, allowing attackers to cause denial-of-service via memory exhaustion. This is"
Grafana_Labs-Grafana.cdx,CVE-2025-46233,NVD,MEDIUM,5.4,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Sirv CDN and Image Hosting Sirv allows Stored XSS. This issue affects Sirv: from n/a through 7.5.3
Grafana_Labs-Grafana.cdx,CVE-2024-8964,NVD,MEDIUM,5.4,"The Image Optimizer, Resizer and CDN – Sirv plugin for WordPress is vulnerable to Stored Cross-Site Scripting via SVG File uploads in all versions up to, and including, 7.2.9 due to insufficient input"
Grafana_Labs-Grafana.cdx,CVE-2024-6392,NVD,MEDIUM,5.4,"The Image Optimizer, Resizer and CDN – Sirv plugin for WordPress is vulnerable to unauthorized plugin settings modification due to missing capability checks on the plugin functions in all versions up "
Grafana_Labs-Grafana.cdx,CVE-2024-27949,NVD,MEDIUM,5.4,"Server-Side Request Forgery (SSRF) vulnerability in sirv.Com Image Optimizer, Resizer and CDN – Sirv.This issue affects Image Optimizer, Resizer and CDN – Sirv: from n/a through 7.2.0.

"
Grafana_Labs-Grafana.cdx,CVE-2024-10855,NVD,HIGH,8.1,"The Image Optimizer, Resizer and CDN – Sirv plugin for WordPress is vulnerable to unauthorized modification of data that can lead to a denial of service due to insufficient validation on the filename "
Grafana_Labs-Grafana.cdx,CVE-2024-32959,NVD,HIGH,8.8,Improper Privilege Management vulnerability in Sirv allows Privilege Escalation.This issue affects Sirv: from n/a through 7.2.2.
Grafana_Labs-Grafana.cdx,CVE-2024-5853,NVD,HIGH,8.8,"The Image Optimizer, Resizer and CDN – Sirv plugin for WordPress is vulnerable to arbitrary file uploads due to missing file type validation in the sirv_upload_file_by_chanks AJAX action in all versio"
Grafana_Labs-Grafana.cdx,CVE-2024-27950,NVD,HIGH,8.8,"Missing Authorization vulnerability in sirv.Com Image Optimizer, Resizer and CDN – Sirv.This issue affects Image Optimizer, Resizer and CDN – Sirv: from n/a through 7.2.0.

"
Grafana_Labs-Grafana.cdx,CVE-2023-50898,NVD,HIGH,8.8,"Missing Authorization vulnerability in sirv.Com Sirv.This issue affects Sirv: from n/a through 7.1.2.

"
Grafana_Labs-Grafana.cdx,CVE-2024-8480,NVD,HIGH,8.8,"The Image Optimizer, Resizer and CDN – Sirv plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'sirv_save_prevented_sizes' function in all"
Grav-Grav.cdx,CVE-2025-67746,NVD,LOW,4.3,"Composer is a dependency manager for PHP. In versions on the 2.x branch prior to 2.2.26 and 2.9.3, attackers controlling remote sources that Composer downloads from might in some way inject ANSI contr"
GridGain-GridGain.cdx,CVE-2021-36373,NVD,MEDIUM,5.5,"When reading a specially crafted TAR archive an Apache Ant build can be made to allocate large amounts of memory that finally leads to an out of memory error, even for small inputs. This can be used t"
GridGain-GridGain.cdx,CVE-2021-36374,NVD,MEDIUM,5.5,"When reading a specially crafted ZIP archive, or a derived formats, an Apache Ant build can be made to allocate large amounts of memory that leads to an out of memory error, even for small inputs. Thi"
GridGain-GridGain.cdx,CVE-2023-50572,NVD,MEDIUM,5.5,An issue in the component GroovyEngine.execute of jline-groovy v3.24.1 allows attackers to cause an OOM (OutofMemory) error.
GridGain-GridGain.cdx,CVE-2022-23302,NVD,HIGH,8.8,JMSSink in all versions of Log4j 1.x is vulnerable to deserialization of untrusted data when the attacker has write access to the Log4j configuration or if the configuration references an LDAP service
GridGain-GridGain.cdx,CVE-2020-9493,NVD,CRITICAL,9.8,A deserialization flaw was found in Apache Chainsaw versions prior to 2.1.0 which could lead to malicious code execution.
GridGain-GridGain.cdx,CVE-2022-23305,NVD,CRITICAL,9.8,"By design, the JDBCAppender in Log4j 1.2.x accepts an SQL statement as a configuration parameter where the values to be inserted are converters from PatternLayout. The message converter, %m, is likely"
GridGain-GridGain.cdx,CVE-2019-17571,NVD,CRITICAL,9.8,Included in Log4j 1.2 is a SocketServer class that is vulnerable to deserialization of untrusted data which can be exploited to remotely execute arbitrary code when combined with a deserialization gad
GridGain-GridGain.cdx,CVE-2022-23307,NVD,HIGH,8.8,CVE-2020-9493 identified a deserialization issue that was present in Apache Chainsaw. Prior to Chainsaw V2.0 Chainsaw was a component of Apache Log4j 1.2.x where the same issue exists.
GridGain-GridGain.cdx,CVE-2023-26464,NVD,HIGH,7.5,"** UNSUPPORTED WHEN ASSIGNED **

When using the Chainsaw or SocketAppender components with Log4j 1.x on JRE less than 1.7, an attacker that manages to cause a logging entry involving a specially-craft"
GridGain-GridGain.cdx,CVE-2026-24281,NVD,HIGH,7.4,"Hostname verification in Apache ZooKeeper ZKTrustManager falls back to reverse DNS (PTR) when IP SAN validation fails, allowing attackers who control or spoof PTR records to impersonate ZooKeeper serv"
GridGain-GridGain.cdx,CVE-2026-24308,NVD,HIGH,7.5,Improper handling of configuration values in ZKConfig in Apache ZooKeeper 3.8.5 and 3.9.4 on all platforms allows an attacker to expose sensitive information stored in client configuration in the clie
H2O_ai-H20_ai.cdx,CVE-2023-32681,NVD,MEDIUM,6.1,"Requests is a HTTP library. Since Requests 2.3.0, Requests has been leaking Proxy-Authorization headers to destination servers when redirected to an HTTPS endpoint. This is a product of how we use `re"
H2O_ai-H20_ai.cdx,CVE-2023-45803,NVD,MEDIUM,4.2,"urllib3 is a user-friendly HTTP client library for Python. urllib3 previously wouldn't remove the HTTP request body when an HTTP redirect response using status 301, 302, or 303 after the request had i"
H2O_ai-H20_ai.cdx,CVE-2025-50181,NVD,MEDIUM,6.1,"urllib3 is a user-friendly HTTP client library for Python. Prior to 2.5.0, it is possible to disable redirects for all requests by instantiating a PoolManager and specifying retries in a way that disa"
H2O_ai-H20_ai.cdx,CVE-2024-37891,NVD,MEDIUM,6.5," urllib3 is a user-friendly HTTP client library for Python. When using urllib3's proxy support with `ProxyManager`, the `Proxy-Authorization` header is only sent to the configured proxy, as expected. "
H2O_ai-H20_ai.cdx,CVE-2025-66471,NVD,HIGH,7.5,"urllib3 is a user-friendly HTTP client library for Python. Starting in version 1.0 and prior to 2.6.0, the Streaming API improperly handles highly compressed data. urllib3's streaming API is designed "
H2O_ai-H20_ai.cdx,CVE-2026-21441,NVD,HIGH,7.5,"urllib3 is an HTTP client library for Python. urllib3's streaming API is designed for the efficient handling of large HTTP responses by reading the content in chunks, rather than loading the entire re"
H2O_ai-H20_ai.cdx,CVE-2025-66418,NVD,HIGH,7.5,"urllib3 is a user-friendly HTTP client library for Python. Starting in version 1.24 and prior to 2.6.0, the number of links in the decompression chain was unbounded allowing a malicious server to inse"
H2O_ai-H20_ai.cdx,CVE-2023-43804,NVD,HIGH,8.1,"urllib3 is a user-friendly HTTP client library for Python. urllib3 doesn't treat the `Cookie` HTTP header special or provide any helpers for managing cookies over HTTP, that is the responsibility of t"
Hbase-Hbase.cdx,CVE-2023-50572,NVD,MEDIUM,5.5,An issue in the component GroovyEngine.execute of jline-groovy v3.24.1 allows attackers to cause an OOM (OutofMemory) error.
Influxdata_Inc-InfluxData.cdx,CVE-2005-0036,NVD,MEDIUM,,"The DNS implementation in DeleGate 8.10.2 and earlier allows remote attackers to cause a denial of service via a compressed DNS packet with a label length byte with an incorrect offset, which could tr"
Influxdata_Inc-InfluxData.cdx,CVE-1999-1338,NVD,MEDIUM,,Delegate proxy 5.9.3 and earlier creates files and directories in the DGROOT with world-writable permissions.
Influxdata_Inc-InfluxData.cdx,CVE-2005-0861,NVD,HIGH,,"Multiple buffer overflows in DeleGate before 8.11.1 may allow attackers to cause a denial of service or execute arbitrary code, possibly due to ""overflows on arrays."""
Influxdata_Inc-InfluxData.cdx,CVE-2023-49092,NVD,MEDIUM,5.9,"RustCrypto/RSA is a portable RSA implementation in pure Rust. Due to a non-constant-time implementation, information about the private key is leaked through timing information which is observable over"
Influxdata_Inc-InfluxData.cdx,CVE-2024-27308,NVD,CRITICAL,9.1,"Mio is a Metal I/O library for Rust. When using named pipes on Windows, mio will under some circumstances return invalid tokens that correspond to named pipes that have already been deregistered from "
Ionic-Ionic_Framework.cdx,CVE-2023-26364,NVD,MEDIUM,5.3,@adobe/css-tools version 4.3.0 and earlier are affected by an Improper Input Validation vulnerability that could result in a minor denial of service while attempting to parse CSS. Exploitation of this
Ionic-Ionic_Framework.cdx,CVE-2023-48631,NVD,HIGH,7.5,@adobe/css-tools versions 4.3.1 and earlier are affected by an Improper Input Validation vulnerability that could result in a denial of service while attempting to parse CSS.
Ionic-Ionic_Framework.cdx,CVE-2025-66412,NVD,HIGH,5.4,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to 21.0.2, 20.3.15, and 19.2.17, A Stored Cross-Site Scripting"
Ionic-Ionic_Framework.cdx,CVE-2026-27970,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Versions prior to 21.2.0, 21.1.16, 20.3.17, and 19.2.19 have a cross"
Ionic-Ionic_Framework.cdx,CVE-2026-22610,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to versions 19.2.18, 20.3.16, 21.0.7, and 21.1.0-rc.0, a cross"
Ionic-Ionic_Framework.cdx,CVE-2025-66412,NVD,HIGH,5.4,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to 21.0.2, 20.3.15, and 19.2.17, A Stored Cross-Site Scripting"
Ionic-Ionic_Framework.cdx,CVE-2026-27970,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Versions prior to 21.2.0, 21.1.16, 20.3.17, and 19.2.19 have a cross"
Ionic-Ionic_Framework.cdx,CVE-2026-22610,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to versions 19.2.18, 20.3.16, 21.0.7, and 21.1.0-rc.0, a cross"
Ionic-Ionic_Framework.cdx,CVE-2025-66412,NVD,HIGH,5.4,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to 21.0.2, 20.3.15, and 19.2.17, A Stored Cross-Site Scripting"
Ionic-Ionic_Framework.cdx,CVE-2026-27970,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Versions prior to 21.2.0, 21.1.16, 20.3.17, and 19.2.19 have a cross"
Ionic-Ionic_Framework.cdx,CVE-2026-22610,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to versions 19.2.18, 20.3.16, 21.0.7, and 21.1.0-rc.0, a cross"
Ionic-Ionic_Framework.cdx,CVE-2025-66412,NVD,HIGH,5.4,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to 21.0.2, 20.3.15, and 19.2.17, A Stored Cross-Site Scripting"
Ionic-Ionic_Framework.cdx,CVE-2026-27970,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Versions prior to 21.2.0, 21.1.16, 20.3.17, and 19.2.19 have a cross"
Ionic-Ionic_Framework.cdx,CVE-2026-22610,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to versions 19.2.18, 20.3.16, 21.0.7, and 21.1.0-rc.0, a cross"
Ionic-Ionic_Framework.cdx,CVE-2025-66412,NVD,HIGH,5.4,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to 21.0.2, 20.3.15, and 19.2.17, A Stored Cross-Site Scripting"
Ionic-Ionic_Framework.cdx,CVE-2026-27970,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Versions prior to 21.2.0, 21.1.16, 20.3.17, and 19.2.19 have a cross"
Ionic-Ionic_Framework.cdx,CVE-2026-22610,NVD,HIGH,6.1,"Angular is a development platform for building mobile and desktop web applications using TypeScript/JavaScript and other languages. Prior to versions 19.2.18, 20.3.16, 21.0.7, and 21.1.0-rc.0, a cross"
Ionic-Ionic_Framework.cdx,CVE-2024-45590,NVD,HIGH,7.5,body-parser is Node.js body parsing middleware. body-parser <1.20.3 is vulnerable to denial of service when url encoding is enabled. A malicious actor using a specially crafted payload could flood the
Ionic-Ionic_Framework.cdx,CVE-2024-45590,NVD,HIGH,7.5,body-parser is Node.js body parsing middleware. body-parser <1.20.3 is vulnerable to denial of service when url encoding is enabled. A malicious actor using a specially crafted payload could flood the
Ionic-Ionic_Framework.cdx,CVE-2024-45590,NVD,HIGH,7.5,body-parser is Node.js body parsing middleware. body-parser <1.20.3 is vulnerable to denial of service when url encoding is enabled. A malicious actor using a specially crafted payload could flood the
Ionic-Ionic_Framework.cdx,CVE-2024-43796,NVD,MEDIUM,4.7,"Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in"
Ionic-Ionic_Framework.cdx,CVE-2024-43796,NVD,MEDIUM,4.7,"Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in"
Ionic-Ionic_Framework.cdx,CVE-2024-29041,NVD,MEDIUM,6.1,Express.js minimalist web framework for node. Versions of Express.js prior to 4.19.0 and all pre-release alpha and beta versions of 5.0 are affected by an open redirect vulnerability using malformed U
Ionic-Ionic_Framework.cdx,CVE-2024-43796,NVD,MEDIUM,4.7,"Express.js minimalist web framework for node. In express < 4.20.0, passing untrusted user input - even after sanitizing it - to response.redirect() may execute untrusted code. This issue is patched in"
Ionic-Ionic_Framework.cdx,CVE-2024-29041,NVD,MEDIUM,6.1,Express.js minimalist web framework for node. Versions of Express.js prior to 4.19.0 and all pre-release alpha and beta versions of 5.0 are affected by an open redirect vulnerability using malformed U
Ionic-Ionic_Framework.cdx,CVE-2023-26159,NVD,MEDIUM,6.1,"Versions of the package follow-redirects before 1.15.4 are vulnerable to Improper Input Validation due to the improper handling of URLs by the url.parse() function. When new URL() throws an error, it "
Ionic-Ionic_Framework.cdx,CVE-2022-37620,NVD,HIGH,7.5,A Regular Expression Denial of Service (ReDoS) flaw was found in kangax html-minifier 4.0.0 because of the reCustomIgnore regular expression.
Ionic-Ionic_Framework.cdx,CVE-2022-46175,NVD,HIGH,8.8,JSON5 is an extension to the popular JSON file format that aims to be easier to write and maintain by hand (e.g. for config files). The `parse` method of the JSON5 library before and including version
Ionic-Ionic_Framework.cdx,CVE-2022-46175,NVD,HIGH,8.8,JSON5 is an extension to the popular JSON file format that aims to be easier to write and maintain by hand (e.g. for config files). The `parse` method of the JSON5 library before and including version
Ionic-Ionic_Framework.cdx,CVE-2025-13465,NVD,MEDIUM,5.3,Lodash versions 4.0.0 through 4.17.22 are vulnerable to prototype pollution in the _.unset and _.omit functions. An attacker can pass crafted paths which cause Lodash to delete methods from global pro
Ionic-Ionic_Framework.cdx,CVE-2026-26996,NVD,HIGH,7.5,minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a 
Ionic-Ionic_Framework.cdx,CVE-2026-27904,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extgl"
Ionic-Ionic_Framework.cdx,CVE-2026-27903,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` perfo"
Ionic-Ionic_Framework.cdx,CVE-2026-26996,NVD,HIGH,7.5,minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a 
Ionic-Ionic_Framework.cdx,CVE-2026-27904,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extgl"
Ionic-Ionic_Framework.cdx,CVE-2026-27903,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` perfo"
Ionic-Ionic_Framework.cdx,CVE-2026-26996,NVD,HIGH,7.5,minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a 
Ionic-Ionic_Framework.cdx,CVE-2026-27904,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extgl"
Ionic-Ionic_Framework.cdx,CVE-2026-27903,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` perfo"
Ionic-Ionic_Framework.cdx,CVE-2026-26996,NVD,HIGH,7.5,minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a 
Ionic-Ionic_Framework.cdx,CVE-2026-27904,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extgl"
Ionic-Ionic_Framework.cdx,CVE-2022-3517,NVD,HIGH,7.5,"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial"
Ionic-Ionic_Framework.cdx,CVE-2026-27903,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` perfo"
Ionic-Ionic_Framework.cdx,CVE-2026-26996,NVD,HIGH,7.5,minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a 
Ionic-Ionic_Framework.cdx,CVE-2026-27904,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.4, nested `*()` extgl"
Ionic-Ionic_Framework.cdx,CVE-2026-27903,NVD,HIGH,7.5,"minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Prior to version 10.2.3, 9.0.7, 8.0.6, 7.4.8, 6.2.2, 5.1.8, 4.2.5, and 3.1.3, `matchOne()` perfo"
Ionic-Ionic_Framework.cdx,CVE-2025-66030,NVD,MEDIUM,5.3,"Forge (also called `node-forge`) is a native implementation of Transport Layer Security in JavaScript. An Integer Overflow vulnerability in node-forge versions 1.3.1 and below enables remote, unauthen"
Ionic-Ionic_Framework.cdx,CVE-2025-66031,NVD,HIGH,7.5,"Forge (also called `node-forge`) is a native implementation of Transport Layer Security in JavaScript. An Uncontrolled Recursion vulnerability in node-forge versions 1.3.1 and below enables remote, un"
Ionic-Ionic_Framework.cdx,CVE-2025-12816,NVD,HIGH,8.6,"An interpretation-conflict (CWE-436) vulnerability in node-forge versions 1.3.1 and earlier enables unauthenticated attackers to craft ASN.1 structures to desynchronize schema validations, yielding a "
Ionic-Ionic_Framework.cdx,CVE-2023-44270,NVD,MEDIUM,5.3,An issue was discovered in PostCSS before 8.4.31. The vulnerability affects linters using PostCSS to parse external untrusted CSS. An attacker can prepare CSS in such a way that it will contains parts
Ionic-Ionic_Framework.cdx,CVE-2023-44270,NVD,MEDIUM,5.3,An issue was discovered in PostCSS before 8.4.31. The vulnerability affects linters using PostCSS to parse external untrusted CSS. An attacker can prepare CSS in such a way that it will contains parts
Ionic-Ionic_Framework.cdx,CVE-2023-44270,NVD,MEDIUM,5.3,An issue was discovered in PostCSS before 8.4.31. The vulnerability affects linters using PostCSS to parse external untrusted CSS. An attacker can prepare CSS in such a way that it will contains parts
Ionic-Ionic_Framework.cdx,CVE-2025-15284,NVD,MEDIUM,3.7,"Improper Input Validation vulnerability in qs (parse modules) allows HTTP DoS.This issue affects qs: < 6.14.1.


Summary

The arrayLimit option in qs did not enforce limits for bracket notation (a[]=1"
Ionic-Ionic_Framework.cdx,CVE-2026-2391,NVD,MEDIUM,7.5,"### Summary
The `arrayLimit` option in qs does not enforce limits for comma-separated values when `comma: true` is enabled, allowing attackers to cause denial-of-service via memory exhaustion. This is"
Ionic-Ionic_Framework.cdx,CVE-2025-15284,NVD,MEDIUM,3.7,"Improper Input Validation vulnerability in qs (parse modules) allows HTTP DoS.This issue affects qs: < 6.14.1.


Summary

The arrayLimit option in qs did not enforce limits for bracket notation (a[]=1"
Ionic-Ionic_Framework.cdx,CVE-2026-2391,NVD,MEDIUM,7.5,"### Summary
The `arrayLimit` option in qs does not enforce limits for comma-separated values when `comma: true` is enabled, allowing attackers to cause denial-of-service via memory exhaustion. This is"
